65,3
-38,9
16,2
-7,1
-25,6
37,2
-71,8
-84,2
42,8
-28,7
32,8
-82,5
-91,1
0,3
-51,8
64,6
-27,5
-56,4
-50,2
-19,1
-4,1
32,8
-61,3
-85,7
-77,5
55,2
25
-17,7
-38,4
-30,3
69,1
-65,2
9,4
22,1
-31,6
-8,8
78,4
-2,6
68,6
-80,4
73,2
73,7
57,4
46,7
25,7
-1,4
35,5
2,9
34,8
-83,2
-18,1
31,2
15,6
8,9
-82,8
-67,5
-77,6
1,8
-29,6
19,2
-87,8
45,9
54,2
-26,9
2,2
-2
8
-13,3
-68,2
56,9
86,1
75,1
-25
-69,9
7,7
22,1
75,4
-8
-11,4
23,8
-80,4
-78
47,4
-55,2
87,7
-62,2
19,2
-99,5
4,8
-64,1
-31,2
-23,5
-73
-50,7
-92,6
-72,8
-80,5
-15,8
-55,6
-72,3
90,6
-51,3
-29
77,9
-69,4
6,8
-43,8
-14,6
-98,9
-4,9
-42,9
30,4
-86,8
46,5
-0,5
90,1
98,5
9,3
-14,7
-35,7
78,8
7,5
81,8
95,9
-12
9,5
48
-74,3
-77,3
-19,6
2,6
-8,9
-52,5
-39,2
33,2
70,9
50,9
69,4
-85,9
-19,1
81,6
-66,3
99,3
-90,3
78,8
38,3
-36,7
-19,6
49,7
-82,8
-71,3
10,1
98,8
80,1
-51,1
-17
-33,2
-24,9
-10,2
21
58,7
-69,5
-37,3
20,7
92,4
65,9
-17,1
52,4
-86,7
28,6
-60,9
-71
-4,9
-95,6
-17,3
45
8,2
72,1
-82,9
49,7
-53,8
-32,4
-24,1
-94,5
-48,3
92,4
-7,8
-32,6
-88,1
-49,9
4
-24,2
-20,5
-6,9
22,1
51,1
71
-21,5
-82,7
-87,2
-44,6
10,9
-33
-78,9
78
99,6
-85
94,4
-2,7
3,8
74,8
-5,3
-42
40,1
-25,3
-9
54,6
-42,8
-31
99,9
-26,3
-84,6
40,4
63,1
-75,5
63,3
49,4
-98
-17,8
31,6
74
-70,4
54,7
-95,8
-5,8
35,3
-99,5
-45,3
-72,6
-48
77,4
-2,2
70
8
-24,7
-90,8
-82,3
39,4
-81,7
-68,9
96,5
13,8
-90,5
-82,7
39,1
-60,1
70,4
3,9
96,6
-85,3
-49,8
-87,1
12,1
65,7
29,8
45,1
40
-46,3
-54,2
39,4
-9,5
-0,2
-70,3
-83
-77,6
75,8
-54,6
-67,6
-12,3
-84,8
45,5
-90
83,7
-48,9
35,1
-39,8
-80
37,3
-34,9
-45,8
64,9
-3,4
-41,9
-87,3
-98,3
64,5
85,6
-95,7
78,2
30,2
-30,8
63,9
-6,5
-21,1
40,5
-3,4
-16
92,5
94,9
63,2
94,5
37,9
-83,9
81,3
-30,9
-59,9
-70,8
-39
-69,4
-30,5
25
-97,4
88,6
91,6
74,4
93,8
-58,4
-83
-84,8
-42,1
90,2
-59
-45,8
57,5
45,9
81,5
16,4
4,8
10,5
-61,6
76,2
-72,6
42,4
1,9
-40,4
-73,1
-19,6
-23,2
43,6
61,6
35,3
24,6
73,7
8,6
-94,9
-33,4
75,3
1,9
4,4
46,7
-45,1
-33
77,3
37
73
53,5
-16,3
-41,4
-64,7
-12,5
23,6
24,4
50,4
92,1
-6,7
-2,4
-39,8
-13,4
31,9
47,4
13,3
64,8
-26,6
-46,5
22,6
-34,5
-32,7
45,5
52,3
-20,7
-93,9
-85,5
-99,7
63,8
83,5
9,1
-49,9
-94,7
28,9
6,1
43,2
-78,2
-58,6
-44
-62,1
-89,2
74,2
81,5
-84,8
7,5
-93,6
-11,3
69,9
56,9
-66,7
-10
93,5
23,7
-85,6
7,4
-13,9
38,2
6,2
56
-18,7
9
24
86,6
-91,4
84,1
-52,6
-45,2
57,7
-74,2
-95,8
-8,5
23,4
-82,7
-84,4
11,7
-8,8
-14,3
30,2
-55,2
-27,2
17,4
-55,4
-56,7
30,4
-6,6
15,5
26,3
90,9
-78,6
-80,1
-95
15,5
-14,7
74,7
28,8
-13,3
87,6
72,9
-69
-40
51,6
30,9
44,1
52,7
41,8
66,6
76,2
8,1
2,6
-83,9
-99,6
-92,1
-38,6
-16,8
63,8
-35,6
-19,4
-43,9
15,2
-31,5
21,1
-36,2
36,3
-94,2
99,2
75,9
-62
-57,4
-13,3
-75,1
3,6
12,8
-0,9
84,7
21,2
86,5
0,4
-9,4
88,6
26,7
39,3
-81,9
-11,8
-94,8
-80,5
97
-45,9
-97,9
-89,2
-35,6
-93,9
31,4
-42,3
62,5
38,8
-12,3
94,6
38,2
53,4
65,9
28,5
33,6
-78,6
-22,3
12,5
-12,5
8,7
-23,4
61,9
77,3
63,9
89,9
-32,5
88,4
29,2
2,9
75,6
31
86,3
-97,9
21,8
-64,2
-68,3
-77,7
-81,2
72,1
-44,9
36,6
-54,1
-66,5
91,8
62,1
37,2
-77,4
98,2
-94,3
96,7
-89,5
-7,3
31,9
-11,8
77,4
-59,8
-66,5
0,4
-83,9
-36,1
-30,8
-66,8
-64,2
12,1
-36,5
51,9
51,2
-55,9
-7,3
1,8
99
-41,1
40,3
-67,6
72,1
-69,3
28,4
85,4
-98,3
-47,3
-55,2
90,2
23,5
6,2
65
-61,7
-45,6
13,9
44,3
95,6
98,2
