-78,4
72,2
44,6
-35,7
80,9
-15,8
-70,1
91,2
82,5
43,8
-52,9
77,1
3,6
-76,5
23,5
74,3
-36
-50,6
-94,4
-2,2
-78,3
90,2
-43,3
-1,8
66,5
12,7
-71,8
-81,1
-90,8
-94,6
-35,8
-77,6
42,7
-9,9
88,7
45,9
-12,8
-85,6
92,8
45,9
-74,5
82,2
59,9
98,5
36,2
92,3
40,7
-20,5
20,3
89,1
75,2
9,6
-61,2
63,4
73,4
-68,7
15,5
-53,7
-2,3
-31,9
-44
-89,1
81,9
77
-20,5
-75,3
-65,6
-86,5
-65,3
77,6
-12,9
-50,4
-43,4
-40,4
-27,8
-60,5
-69,7
-41,9
61,9
74,2
72
48,7
-1,4
-79,9
-69,8
54,5
83,5
79,2
16,7
57,4
-69,7
-59,2
16,6
24,6
-10,1
-85,4
-99,8
82,9
18,9
11,5
57,9
27,2
-55,3
42,7
1,9
25,5
-47
79,2
-8,9
33,8
-99
-42,7
-15,6
23,5
-3,9
7,2
12,3
61,8
46,8
25
-58,9
-44,9
-3,3
-22,8
47,2
-53,8
33
31,9
69,7
-42,4
-60,8
-52,7
39,2
-49,7
-83,8
-55,3
3,9
55,8
18,1
4,6
1,4
-95,7
-11,9
82,8
56,4
72,9
56,4
93,1
-71,5
82,6
2,2
-61,6
-64
93,9
-29,6
2,7
-69,6
67,5
95,5
-44,3
92,5
21,1
-90,6
-66,5
-5,5
53,6
18,1
-66
7,2
-48,7
-96,7
56,4
-56,4
-57,8
-76,5
-63,3
67
13,9
20,7
74,2
-10,2
39,9
3,4
87,1
55,3
-99,2
-88,7
45,2
79,9
13,5
-85,8
36,4
60,3
-37,6
12
80,3
94,9
-45,4
-11,8
-97,2
-45,2
22,3
-14,2
77,1
79,2
45,7
94,7
93,7
70,3
-66,4
35,7
16,4
-53,3
-78,7
65,8
-47,4
-82,4
-77,8
-21,9
-6,3
42,2
72,9
-46
93,7
-62,9
-33,1
96,1
81,2
30,1
-56,9
-58,2
12,3
-74,3
17,9
19,4
67,4
-46
26,2
-92,2
-90,5
-94
-82,5
74,8
46,2
77,7
-2,3
-10,4
38,9
-3,5
-40,6
62,6
72,6
76,4
94,5
-39,4
-18,2
-31,8
-7,9
40
12,3
49,6
-86,5
